x,rho,vitesse,pression
0.002,0.95083,31.7736,267451
0.006,0.948667,33.2014,266600
0.01,0.946375,34.7177,265699
0.014,0.94405,36.2585,264786
0.018,0.941698,37.8197,263864
0.022,0.939322,39.4004,262933
0.026,0.936923,40.9995,261994
0.03,0.934502,42.6161,261048
0.034,0.932061,44.2493,260094
0.038,0.929602,45.8984,259135
0.042,0.927126,47.5624,258170
0.046,0.924634,49.2408,257200
0.05,0.922127,50.9327,256225
0.054,0.919606,52.6374,255246
0.058,0.917073,54.3544,254263
0.062,0.914528,56.083,253277
0.066,0.911973,57.8227,252288
0.07,0.909408,59.5728,251296
0.074,0.906834,61.333,250302
0.078,0.904252,63.1026,249306
0.082,0.901663,64.8812,248308
0.086,0.899067,66.6684,247309
0.09,0.896466,68.4638,246309
0.094,0.893859,70.2669,245308
0.098,0.891247,72.0775,244306
0.102,0.888632,73.8951,243304
0.106,0.886012,75.7194,242302
0.11,0.88339,77.5502,241300
0.114,0.880766,79.387,240298
0.118,0.878139,81.2297,239297
0.122,0.87551,83.0779,238296
0.126,0.872881,84.9314,237295
0.13,0.87025,86.79,236296
0.134,0.867619,88.6534,235298
0.138,0.864988,90.5215,234301
0.142,0.862356,92.3939,233305
0.146,0.859726,94.2706,232310
0.15,0.857096,96.1513,231317
0.154,0.854467,98.036,230326
0.158,0.851839,99.9243,229336
0.162,0.849213,101.816,228348
0.166,0.846589,103.711,227362
0.17,0.843966,105.61,226378
0.174,0.841346,107.511,225396
0.178,0.838728,109.416,224416
0.182,0.836113,111.324,223439
0.186,0.8335,113.234,222463
0.19,0.83089,115.147,221490
0.194,0.828284,117.062,220519
0.198,0.82568,118.98,219551
0.202,0.82308,120.9,218585
0.206,0.820483,122.823,217622
0.21,0.81789,124.747,216661
0.214,0.815301,126.674,215703
0.218,0.812716,128.603,214747
0.222,0.810134,130.533,213795
0.226,0.807557,132.466,212844
0.23,0.804984,134.4,211897
0.234,0.802415,136.336,210953
0.238,0.79985,138.274,210011
0.242,0.79729,140.213,209072
0.246,0.794734,142.154,208136
0.25,0.792183,144.096,207202
0.254,0.789636,146.04,206272
0.258,0.787094,147.985,205345
0.262,0.784558,149.931,204420
0.266,0.782025,151.879,203499
0.27,0.779498,153.828,202580
0.274,0.776976,155.778,201665
0.278,0.774459,157.729,200752
0.282,0.771947,159.681,199843
0.286,0.76944,161.635,198937
0.29,0.766938,163.589,198033
0.294,0.764441,165.544,197133
0.298,0.76195,167.501,196236
0.302,0.759463,169.458,195342
0.306,0.756983,171.416,194451
0.31,0.754507,173.375,193563
0.314,0.752037,175.335,192678
0.318,0.749573,177.296,191796
0.322,0.747113,179.258,190917
0.326,0.74466,181.22,190042
0.33,0.742212,183.183,189169
0.334,0.739769,185.146,188300
0.338,0.737332,187.111,187434
0.342,0.7349,189.076,186571
0.346,0.732475,191.041,185711
0.35,0.730054,193.008,184854
0.354,0.72764,194.975,184001
0.358,0.725231,196.942,183150
0.362,0.722828,198.91,182303
0.366,0.72043,200.878,181459
0.37,0.718038,202.847,180618
0.374,0.715652,204.817,179780
0.378,0.713272,206.787,178945
0.382,0.710898,208.757,178114
0.386,0.708529,210.728,177285
0.39,0.706166,212.699,176460
0.394,0.703809,214.671,175637
0.398,0.701457,216.643,174818
0.402,0.699112,218.615,174002
0.406,0.696772,220.588,173189
0.41,0.694438,222.561,172380
0.414,0.69211,224.534,171573
0.418,0.689788,226.508,170770
0.422,0.687472,228.482,169969
0.426,0.685161,230.456,169172
0.43,0.682857,232.431,168378
0.434,0.680558,234.405,167587
0.438,0.678265,236.38,166799
0.442,0.675978,238.356,166014
0.446,0.673697,240.331,165232
0.45,0.671422,242.307,164453
0.454,0.669153,244.282,163678
0.458,0.666889,246.258,162905
0.462,0.664632,248.235,162135
0.466,0.662381,250.211,161369
0.47,0.660135,252.187,160606
0.474,0.657895,254.164,159845
0.478,0.655662,256.141,159088
0.482,0.653434,258.117,158334
0.486,0.651212,260.094,157582
0.49,0.648996,262.071,156834
0.494,0.646786,264.048,156089
0.498,0.644582,266.025,155347
