x,rho,vitesse,pression
0.002,1,1.14907e-11,287000
0.006,1,2.16841e-11,287000
0.01,1,4.05618e-11,287000
0.014,1,7.54576e-11,287000
0.018,1,1.39583e-10,287000
0.022,1,2.56582e-10,287000
0.026,1,4.68525e-10,287000
0.03,1,8.49519e-10,287000
0.034,1,1.52962e-09,287000
0.038,1,2.73461e-09,287000
0.042,1,4.85427e-09,287000
0.046,1,8.55581e-09,287000
0.05,1,1.49726e-08,287000
0.054,1,2.60156e-08,287000
0.058,1,4.4881e-08,287000
0.062,1,7.68736e-08,287000
0.066,1,1.3073e-07,287000
0.07,1,2.20726e-07,287000
0.074,1,3.70002e-07,287000
0.078,1,6.15782e-07,287000
0.082,1,1.01745e-06,287000
0.086,1,1.66903e-06,287000
0.09,1,2.71814e-06,287000
0.094,1,4.39471e-06,287000
0.098,1,7.05401e-06,287000
0.102,1,1.12405e-05,287000
0.106,1,1.77816e-05,287000
0.11,1,2.79247e-05,287000
0.114,1,4.35345e-05,287000
0.118,1,6.73753e-05,287000
0.122,1,0.00010351,287000
0.126,1,0.000157862,287000
0.13,1,0.000238989,287000
0.134,0.999999,0.00035915,287000
0.138,0.999999,0.000535758,287000
0.142,0.999999,0.000793321,286999
0.146,0.999998,0.00116603,286999
0.15,0.999997,0.00170118,286999
0.154,0.999996,0.00246352,286998
0.158,0.999994,0.00354101,286998
0.162,0.999992,0.00505191,286997
0.166,0.999989,0.00715377,286995
0.17,0.999984,0.0100545,286994
0.174,0.999978,0.0140256,286991
0.178,0.999969,0.0194185,286988
0.182,0.999958,0.0266832,286983
0.186,0.999943,0.03639,286977
0.19,0.999922,0.0492541,286969
0.194,0.999896,0.0661631,286958
0.198,0.999861,0.0882059,286944
0.202,0.999816,0.116704,286926
0.206,0.999758,0.153243,286903
0.21,0.999685,0.199701,286873
0.214,0.999593,0.258278,286836
0.218,0.999477,0.331518,286790
0.222,0.999334,0.422324,286732
0.226,0.999158,0.533968,286662
0.23,0.998943,0.670081,286576
0.234,0.998684,0.834642,286471
0.238,0.998373,1.03194,286347
0.242,0.998003,1.26654,286198
0.246,0.997568,1.54321,286023
0.25,0.997058,1.86685,285819
0.254,0.996467,2.2424,285582
0.258,0.995787,2.67476,285309
0.262,0.99501,3.16869,284997
0.266,0.99413,3.72871,284645
0.27,0.99314,4.35898,284248
0.274,0.992035,5.06325,283806
0.278,0.99081,5.84479,283315
0.282,0.989461,6.70629,282776
0.286,0.987985,7.64986,282186
0.29,0.98638,8.67699,281544
0.294,0.984646,9.78856,280852
0.298,0.982782,10.9848,280108
0.302,0.980789,12.2655,279314
0.306,0.97867,13.6297,278470
0.31,0.976427,15.0761,277578
0.314,0.974064,16.603,276638
0.318,0.971584,18.2083,275654
0.322,0.968992,19.8894,274626
0.326,0.966294,21.6438,273557
0.33,0.963493,23.4685,272448
0.334,0.960595,25.3607,271303
0.338,0.957606,27.3172,270123
0.342,0.954531,29.3349,268911
0.346,0.951376,31.4108,267668
0.35,0.948145,33.5418,266398
0.354,0.944844,35.7248,265102
0.358,0.941479,37.9571,263783
0.362,0.938053,40.2356,262442
0.366,0.934572,42.5578,261081
0.37,0.93104,44.9209,259703
0.374,0.927461,47.3226,258308
0.378,0.923839,49.7605,256899
0.382,0.920179,52.2323,255477
0.386,0.916483,54.7359,254044
0.39,0.912754,57.2694,252600
0.394,0.908997,59.8309,251148
0.398,0.905214,62.4187,249688
0.402,0.901407,65.0311,248222
0.406,0.89758,67.6665,246750
0.41,0.893734,70.3236,245274
0.414,0.889872,73.001,243794
0.418,0.885996,75.6975,242311
0.422,0.882108,78.4118,240826
0.426,0.878209,81.1429,239340
