x,rho,vitesse,pression
0.002,1,2.6759e-06,287000
0.006,1,4.22225e-06,287000
0.01,1,6.61865e-06,287000
0.014,1,1.03072e-05,287000
0.018,1,1.59463e-05,287000
0.022,1,2.45083e-05,287000
0.026,1,3.742e-05,287000
0.03,1,5.67575e-05,287000
0.034,1,8.55202e-05,287000
0.038,1,0.000128007,287000
0.042,1,0.000190334,287000
0.046,1,0.000281131,287000
0.05,0.999999,0.000412485,287000
0.054,0.999999,0.000601186,287000
0.058,0.999999,0.000870374,286999
0.062,0.999998,0.00125168,286999
0.066,0.999997,0.001788,286999
0.07,0.999996,0.00253701,286998
0.074,0.999994,0.00357562,286998
0.078,0.999992,0.00500555,286997
0.082,0.999989,0.00696013,286996
0.086,0.999985,0.00961263,286994
0.09,0.999979,0.0131863,286992
0.094,0.999972,0.017966,286989
0.098,0.999962,0.0243123,286985
0.102,0.999948,0.032677,286979
0.106,0.999931,0.0436208,286972
0.11,0.999909,0.0578333,286963
0.114,0.99988,0.0761539,286952
0.118,0.999843,0.0995943,286937
0.122,0.999796,0.129361,286918
0.126,0.999737,0.166877,286894
0.13,0.999663,0.213806,286865
0.134,0.999571,0.272065,286828
0.138,0.999458,0.343845,286782
0.142,0.999319,0.431613,286727
0.146,0.999151,0.538122,286659
0.15,0.998949,0.666396,286578
0.154,0.998707,0.819723,286481
0.158,0.998421,1.00162,286366
0.162,0.998083,1.21581,286230
0.166,0.997689,1.46616,286072
0.17,0.997231,1.75664,285888
0.174,0.996705,2.09126,285677
0.178,0.996103,2.47398,285435
0.182,0.995419,2.90867,285161
0.186,0.994648,3.39903,284852
0.19,0.993785,3.94849,284506
0.194,0.992825,4.56019,284122
0.198,0.991763,5.2369,283697
0.202,0.990597,5.98098,283230
0.206,0.989324,6.79435,282721
0.21,0.987941,7.67844,282168
0.214,0.986448,8.63425,281571
0.218,0.984843,9.66227,280931
0.222,0.983129,10.7625,280246
0.226,0.981304,11.9347,279519
0.23,0.979372,13.1779,278750
0.234,0.977335,14.4911,277939
0.238,0.975195,15.8727,277087
0.242,0.972955,17.3211,276198
0.246,0.97062,18.8342,275271
0.25,0.968193,20.41,274308
0.254,0.965678,22.046,273312
0.258,0.963079,23.74,272284
0.262,0.960401,25.4894,271225
0.266,0.957648,27.2917,270139
0.27,0.954824,29.1445,269025
0.274,0.951934,31.0453,267887
0.278,0.948982,32.9916,266726
0.282,0.945972,34.981,265544
0.286,0.942908,37.0112,264342
0.29,0.939794,39.08,263122
0.294,0.936634,41.1851,261885
0.298,0.933431,43.3246,260634
0.302,0.930188,45.4965,259368
0.306,0.926908,47.6988,258091
0.31,0.923596,49.9298,256802
0.314,0.920252,52.1879,255503
0.318,0.916881,54.4713,254196
0.322,0.913484,56.7787,252880
0.326,0.910065,59.1086,251558
0.33,0.906624,61.4597,250229
0.334,0.903165,63.8306,248896
0.338,0.89969,66.2204,247558
0.342,0.896199,68.6277,246216
0.346,0.892695,71.0517,244871
0.35,0.889179,73.4914,243524
0.354,0.885653,75.9458,242176
0.358,0.882119,78.4141,240826
0.362,0.878577,80.8954,239475
0.366,0.875028,83.3892,238125
0.37,0.871475,85.8946,236774
0.374,0.867917,88.411,235425
0.378,0.864357,90.9378,234076
0.382,0.860794,93.4744,232729
0.386,0.85723,96.0203,231383
0.39,0.853665,98.575,230040
0.394,0.850101,101.138,228699
0.398,0.846538,103.709,227360
0.402,0.842976,106.287,226025
0.406,0.839416,108.872,224692
0.41,0.835859,111.464,223363
0.414,0.832306,114.063,222037
0.418,0.828756,116.667,220715
0.422,0.825211,119.277,219397
0.426,0.82167,121.893,218083
0.43,0.818135,124.514,216773
0.434,0.814605,127.139,215468
0.438,0.811081,129.769,214167
0.442,0.807563,132.404,212870
0.446,0.804051,135.043,211578
0.45,0.800547,137.686,210291
0.454,0.797049,140.333,209009
0.458,0.793559,142.983,207732
0.462,0.790077,145.637,206459
0.466,0.786602,148.294,205192
0.47,0.783135,150.954,203930
0.474,0.779677,153.617,202674
0.478,0.776227,156.284,201422
0.482,0.772786,158.952,200176
0.486,0.769353,161.624,198936
0.49,0.76593,164.298,197701
0.494,0.762515,166.974,196471
0.498,0.75911,169.653,195247
0.502,0.755714,172.334,194028
0.506,0.752328,175.016,192815
0.51,0.748951,177.701,191608
0.514,0.745584,180.388,190406
0.518,0.742227,183.076,189210
0.522,0.738879,185.766,188020
0.526,0.735542,188.458,186836
0.53,0.732215,191.151,185657
0.534,0.728898,193.846,184484
0.538,0.725591,196.542,183316
0.542,0.722294,199.24,182155
0.546,0.719008,201.939,180999
0.55,0.715732,204.638,179849
0.554,0.712467,207.34,178704
0.558,0.709212,210.042,177566
0.562,0.705968,212.745,176433
0.566,0.702734,215.449,175306
0.57,0.699511,218.154,174185
