x,rho,vitesse,pression
0.002,0.973888,16.7173,276568
0.006,0.972079,17.8889,275849
0.01,0.970171,19.1264,275092
0.014,0.968206,20.4027,274312
0.018,0.966188,21.7157,273513
0.022,0.964119,23.0641,272694
0.026,0.962001,24.4464,271856
0.03,0.959837,25.8613,271001
0.034,0.95763,27.3072,270129
0.038,0.955381,28.7829,269242
0.042,0.953093,30.2869,268341
0.046,0.950769,31.818,267426
0.05,0.94841,33.3748,266498
0.054,0.946019,34.9562,265559
0.058,0.943597,36.5609,264609
0.062,0.941147,38.1877,263648
0.066,0.93867,39.8356,262678
0.07,0.936169,41.5035,261700
0.074,0.933644,43.1904,260713
0.078,0.931098,44.8953,259719
0.082,0.928532,46.6173,258719
0.086,0.925948,48.3555,257712
0.09,0.923346,50.1091,256700
0.094,0.920729,51.8774,255683
0.098,0.918097,53.6595,254661
0.102,0.915452,55.4547,253636
0.106,0.912794,57.2624,252607
0.11,0.910125,59.0819,251574
0.114,0.907446,60.9127,250539
0.118,0.904758,62.7542,249502
0.122,0.902061,64.6058,248463
0.126,0.899357,66.467,247422
0.13,0.896645,68.3374,246379
0.134,0.893928,70.2165,245336
0.138,0.891206,72.1038,244292
0.142,0.888478,73.9991,243247
0.146,0.885747,75.9018,242202
0.15,0.883012,77.8116,241157
0.154,0.880274,79.7282,240112
0.158,0.877534,81.6512,239068
0.162,0.874792,83.5804,238024
0.166,0.872048,85.5155,236981
0.17,0.869303,87.4562,235938
0.174,0.866558,89.4022,234897
0.178,0.863812,91.3533,233857
0.182,0.861067,93.3092,232819
0.186,0.858322,95.2698,231782
0.19,0.855577,97.2349,230746
0.194,0.852834,99.2041,229713
0.198,0.850092,101.177,228681
0.202,0.847352,103.155,227651
0.206,0.844614,105.136,226623
0.21,0.841878,107.12,225598
0.214,0.839144,109.108,224574
0.218,0.836413,111.099,223553
0.222,0.833685,113.093,222535
0.226,0.830959,115.09,221518
0.23,0.828237,117.09,220505
0.234,0.825519,119.093,219494
0.238,0.822803,121.099,218485
0.242,0.820092,123.106,217479
0.246,0.817384,125.117,216477
0.25,0.814681,127.13,215476
0.254,0.811981,129.145,214479
0.258,0.809286,131.162,213485
0.262,0.806595,133.181,212493
0.266,0.803909,135.202,211505
0.27,0.801227,137.225,210519
0.274,0.79855,139.25,209537
0.278,0.795878,141.277,208558
0.282,0.79321,143.305,207581
0.286,0.790548,145.335,206608
0.29,0.787891,147.367,205638
0.294,0.785238,149.4,204672
0.298,0.782591,151.434,203708
0.302,0.77995,153.47,202748
0.306,0.777313,155.508,201791
0.31,0.774682,157.546,200837
0.314,0.772057,159.586,199887
0.318,0.769437,161.627,198939
0.322,0.766822,163.669,197995
0.326,0.764214,165.713,197055
0.33,0.761611,167.757,196118
0.334,0.759013,169.803,195184
0.338,0.756422,171.849,194253
0.342,0.753836,173.897,193326
