x,rho,vitesse,pression
0.002,1,3.97119e-13,287000
0.006,1,6.88339e-13,287000
0.01,1,1.29726e-12,287000
0.014,1,2.54156e-12,287000
0.018,1,4.71248e-12,287000
0.022,1,8.97489e-12,287000
0.026,1,1.71291e-11,287000
0.03,1,3.24314e-11,287000
0.034,1,6.09445e-11,287000
0.038,1,1.13947e-10,287000
0.042,1,2.11585e-10,287000
0.046,1,3.90315e-10,287000
0.05,1,7.14708e-10,287000
0.054,1,1.29932e-09,287000
0.058,1,2.34506e-09,287000
0.062,1,4.2018e-09,287000
0.066,1,7.47382e-09,287000
0.07,1,1.3197e-08,287000
0.074,1,2.31326e-08,287000
0.078,1,4.02522e-08,287000
0.082,1,6.95284e-08,287000
0.086,1,1.19218e-07,287000
0.09,1,2.02917e-07,287000
0.094,1,3.42841e-07,287000
0.098,1,5.74989e-07,287000
0.102,1,9.57223e-07,287000
0.106,1,1.58179e-06,287000
0.11,1,2.59455e-06,287000
0.114,1,4.22424e-06,287000
0.118,1,6.82656e-06,287000
0.122,1,1.09501e-05,287000
0.126,1,1.74338e-05,287000
0.13,1,2.75498e-05,287000
0.134,1,4.32108e-05,287000
0.138,1,6.72677e-05,287000
0.142,1,0.000103934,287000
0.146,1,0.000159381,287000
0.15,1,0.000242572,287000
0.154,0.999999,0.000366407,287000
0.158,0.999999,0.000549286,287000
0.162,0.999999,0.00081722,286999
0.166,0.999998,0.00120664,286999
0.17,0.999997,0.00176813,286999
0.174,0.999996,0.00257119,286998
0.178,0.999994,0.00371052,286998
0.182,0.999992,0.00531387,286997
0.186,0.999988,0.00755186,286995
0.19,0.999983,0.0106502,286993
0.194,0.999976,0.0149045,286991
0.198,0.999967,0.0206978,286987
0.202,0.999955,0.0285217,286982
0.206,0.999938,0.0389998,286975
0.21,0.999917,0.0529153,286966
0.214,0.999888,0.0712408,286955
0.218,0.99985,0.09517,286940
0.222,0.999801,0.126152,286920
0.226,0.999738,0.165923,286895
0.23,0.999658,0.216543,286863
0.234,0.999558,0.280417,286822
0.238,0.999432,0.360325,286772
0.242,0.999275,0.459433,286709
0.246,0.999083,0.581299,286632
0.25,0.998849,0.729863,286538
0.254,0.998566,0.909426,286424
0.258,0.998227,1.12461,286288
0.262,0.997824,1.3803,286126
0.266,0.99735,1.68158,285936
0.27,0.996795,2.03364,285713
0.274,0.996153,2.44168,285456
0.278,0.995415,2.91082,285160
0.282,0.994574,3.44598,284823
0.286,0.993623,4.05177,284441
0.29,0.992554,4.73241,284013
0.294,0.991364,5.49161,283537
0.298,0.990046,6.33256,283010
0.302,0.988598,7.25779,282431
0.306,0.987017,8.26922,281799
0.31,0.985302,9.36808,281114
0.314,0.983451,10.555,280375
0.318,0.981467,11.8298,279584
0.322,0.979349,13.192,278741
0.326,0.977102,14.6404,277846
0.33,0.974728,16.1732,276903
0.334,0.972232,17.7884,275911
0.338,0.969617,19.4836,274874
0.342,0.966889,21.2561,273792
0.346,0.964053,23.1028,272670
0.35,0.961114,25.0207,271508
0.354,0.958079,27.0066,270310
0.358,0.954953,29.0573,269077
0.362,0.951741,31.1694,267813
0.366,0.94845,33.3397,266518
0.37,0.945084,35.5651,265197
0.374,0.94165,37.8424,263851
0.378,0.938152,40.1686,262481
0.382,0.934596,42.5409,261091
0.386,0.930986,44.9563,259682
0.39,0.927326,47.4124,258256
0.394,0.923621,49.9066,256815
0.398,0.919875,52.4365,255360
0.402,0.916091,54.9999,253893
0.406,0.912274,57.5947,252415
0.41,0.908427,60.2189,250929
0.414,0.904552,62.8705,249434
0.418,0.900653,65.548,247932
0.422,0.896732,68.2496,246425
0.426,0.892792,70.9739,244913
0.43,0.888835,73.7194,243398
0.434,0.884863,76.4847,241879
0.438,0.880879,79.2687,240359
0.442,0.876885,82.0702,238837
0.446,0.872881,84.8881,237315
0.45,0.86887,87.7215,235792
0.454,0.864853,90.5693,234271
0.458,0.860832,93.4307,232750
0.462,0.856808,96.3049,231231
0.466,0.852782,99.1912,229715
0.47,0.848756,102.089,228201
0.474,0.844729,104.997,226690
0.478,0.840704,107.915,225183
0.482,0.836682,110.843,223679
0.486,0.832662,113.78,222179
0.49,0.828646,116.725,220684
0.494,0.824635,119.678,219193
0.498,0.820629,122.639,217708
0.502,0.816629,125.606,216227
0.506,0.812636,128.581,214752
0.51,0.808649,131.562,213282
0.514,0.80467,134.548,211818
0.518,0.800699,137.541,210359
0.522,0.796737,140.539,208907
0.526,0.792783,143.542,207461
0.53,0.788839,146.549,206021
0.534,0.784904,149.562,204587
0.538,0.780979,152.579,203161
0.542,0.777064,155.599,201740
0.546,0.77316,158.624,200327
0.55,0.769267,161.653,198920
0.554,0.765385,164.685,197520
0.558,0.761514,167.72,196127
0.562,0.757655,170.758,194741
0.566,0.753808,173.8,193362
0.57,0.749972,176.844,191990
0.574,0.746149,179.891,190625
0.578,0.742337,182.941,189267
0.582,0.738539,185.993,187917
0.586,0.734753,189.047,186574
0.59,0.730979,192.104,185238
0.594,0.727219,195.162,183910
0.598,0.723471,198.223,182588
0.602,0.719737,201.285,181275
0.606,0.716015,204.349,179968
0.61,0.712307,207.415,178669
0.614,0.708613,210.482,177378
0.618,0.704932,213.551,176093
0.622,0.701264,216.621,174817
0.626,0.69761,219.692,173547
0.63,0.69397,222.765,172285
0.634,0.690344,225.838,171031
0.638,0.686731,228.913,169784
0.642,0.683132,231.989,168544
0.646,0.679548,235.065,167312
0.65,0.675977,238.143,166087
0.654,0.67242,241.221,164869
0.658,0.668878,244.299,163659
0.662,0.665349,247.379,162457
